dataset,pathway,method,stat,p,fdr,n,dir,sig,table,n_sig,overlap_with_atlas70,jaccard_vs_atlas70,min_p,min_fdr,n_pathways,n_atlas_sig,n_recomputed_sig,max_abs_dstat,max_abs_dp,celltype,label,n_markers,n_detected,score_baseline_mean,score_followup_mean,mean_change,t_paired,p_paired,p_wilcoxon,sig_fdr,sample,patient,time,score,orig_t,orig_p,orig_fdr,neut_adj_t,neut_adj_p,neut_adj_fdr,ancova_t,ancova_p,ancova_fdr,allcell_adj_t,allcell_adj_p,allcell_adj_fdr,in_atlas70,sig_orig,sig_neut_adj,sig_allcell_adj,corr_with_neutrophil
GSE58294,REAC:Methylation,t_permFDR,0.21473686586150076,,0.9929698162729659,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:MicroRNA (miRNA) biogenesis,t_permFDR,-1.1285884892780098,,0.9426245487364621,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,t_permFDR,-0.32543302865101914,,0.9857265045342126,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Miro GTPase Cycle,t_permFDR,-0.47168503372957077,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Miscellaneous substrates,t_permFDR,1.7298420145388889,,0.8607535410764873,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Miscellaneous transport and binding events,t_permFDR,-0.5803801474243989,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mismatch Repair,t_permFDR,-0.9336302394051932,,0.9654028455284553,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),t_permFDR,-1.1382781436978022,,0.9426245487364621,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),t_permFDR,-0.790293328189544,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial Fatty Acid Beta-Oxidation,t_permFDR,-1.8549023495265688,,0.8510462962962962,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial RNA degradation,t_permFDR,-0.4230183032569793,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial Uncoupling,t_permFDR,-0.37566318274578225,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial biogenesis,t_permFDR,-0.15817980182741528,,0.9938009605122733,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial calcium ion transport,t_permFDR,0.8504958949835779,,0.9771137123745819,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial iron-sulfur cluster biogenesis,t_permFDR,-0.33316582763130115,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial mRNA modification,t_permFDR,0.583116639250806,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial protein degradation,t_permFDR,-1.3547270137419951,,0.9105691609977324,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial protein import,t_permFDR,-1.1759232636059898,,0.9408930817610063,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial ribosome-associated quality control,t_permFDR,-0.48914778879167814,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial tRNA aminoacylation,t_permFDR,-0.7821895760487433,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial translation,t_permFDR,-0.3458474055465122,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial translation elongation,t_permFDR,-0.16323481638555964,,0.9938009605122733,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial translation initiation,t_permFDR,-0.10136198917965746,,0.9952595317725753,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial translation termination,t_permFDR,-0.08608311099873348,,0.9952595317725753,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitochondrial unfolded protein response (UPRmt),t_permFDR,0.8615185408192096,,0.9771137123745819,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitophagy,t_permFDR,0.45318297258609197,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic Anaphase,t_permFDR,-0.9387890669764476,,0.9654028455284553,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic G1 phase and G1/S transition,t_permFDR,-0.6577980025353296,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic G2-G2/M phases,t_permFDR,-1.1027217586218587,,0.9426245487364621,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic Metaphase and Anaphase,t_permFDR,-0.9852715025084889,,0.9616939674152356,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic Prometaphase,t_permFDR,-1.8170947839823632,,0.8586911076443059,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic Prophase,t_permFDR,1.5948196408939388,,0.8738922902494332,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic Spindle Checkpoint,t_permFDR,-0.342731424673088,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mitotic Telophase/Cytokinesis,t_permFDR,1.908392473211847,,0.8272943396226415,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Modulation by Mtb of host immune system,t_permFDR,0.877525583075849,,0.9756796303427032,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Modulation of host responses by IFN-stimulated genes,t_permFDR,-1.026922911537723,,0.9521197278911564,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Molecules associated with elastic fibres,t_permFDR,-1.6185145318345147,,0.8645086505190311,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Molybdenum cofactor biosynthesis,t_permFDR,1.2968156141871936,,0.9122522580645162,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Mucopolysaccharidoses,t_permFDR,2.7555813202424653,,0.6606842105263158,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Muscarinic acetylcholine receptors,t_permFDR,0.31608795441917986,,0.9877601392871773,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Muscle contraction,t_permFDR,0.010195227902920163,,0.9980758949880668,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:MyD88 cascade initiated on plasma membrane,t_permFDR,0.5559487134204095,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:MyD88 deficiency (TLR2/4),t_permFDR,0.23925156873310466,,0.9910196715049657,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:MyD88 dependent cascade initiated on endosome,t_permFDR,-0.6236439421552148,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:MyD88-independent TLR4 cascade,t_permFDR,-0.2240829589137041,,0.9919636845091734,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:MyD88:MAL(TIRAP) cascade initiated on plasma membrane,t_permFDR,0.28084065981603773,,0.9881529088050314,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Myoclonic epilepsy of Lafora,t_permFDR,0.4644927687691706,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Myogenesis,t_permFDR,-1.6666726293857588,,0.8645086505190311,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:N-Glycan antennae elongation,t_permFDR,-0.23877499174123434,,0.9910196715049657,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:N-glycan antennae elongation in the medial/trans-Golgi,t_permFDR,-1.134280696983598,,0.9426245487364621,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:N-glycan trimming and elongation in the cis-Golgi,t_permFDR,0.2691158758164966,,0.9883462066261518,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:N-glycan trimming in the ER and Calnexin/Calreticulin cycle,t_permFDR,-1.1104373579895588,,0.9426245487364621,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NADE modulates death signalling,t_permFDR,1.846671425869079,,0.8535109489051095,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NCAM signaling for neurite out-growth,t_permFDR,-1.0024805586599035,,0.9550914002701485,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NCAM1 interactions,t_permFDR,-0.8613084824236031,,0.9771137123745819,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NEP/NS2 Interacts with the Cellular Export Machinery,t_permFDR,-0.15561869005714613,,0.9938009605122733,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,t_permFDR,-0.09792629334508646,,0.9952595317725753,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NF-kB is activated and signals survival,t_permFDR,1.3994785692099385,,0.9059133921411388,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NFE2L2 regulates pentose phosphate pathway genes,t_permFDR,0.9036148662122965,,0.9705088062622309,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NFE2L2 regulating ER-stress associated genes,t_permFDR,-0.18445254650045498,,0.9938009605122733,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NFE2L2 regulating MDR associated enzymes,t_permFDR,0.5173280470503091,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NFE2L2 regulating anti-oxidant/detoxification enzymes,t_permFDR,-1.5099852939663232,,0.8832303969022265,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NFE2L2 regulating inflammation associated genes,t_permFDR,0.11016726957635335,,0.9952595317725753,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NFE2L2 regulating tumorigenic genes,t_permFDR,0.5901769550797422,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NGF-stimulated transcription,t_permFDR,1.2049619614108162,,0.9355035756853397,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NIK-->noncanonical NF-kB signaling,t_permFDR,0.4695576523528739,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOD1/2 Signaling Pathway,t_permFDR,0.7496713010745301,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOSTRIN mediated eNOS trafficking,t_permFDR,-0.711449928575724,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOTCH1 Intracellular Domain Regulates Transcription,t_permFDR,-1.6972372811821756,,0.8645086505190311,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOTCH2 Activation and Transmission of Signal to the Nucleus,t_permFDR,0.5738039213828785,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOTCH2 intracellular domain regulates transcription,t_permFDR,-0.9748029662706438,,0.9618792436613666,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOTCH3 Activation and Transmission of Signal to the Nucleus,t_permFDR,0.8405438613993831,,0.9771261818181819,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOTCH3 Intracellular Domain Regulates Transcription,t_permFDR,-1.7684814120771428,,0.8586911076443059,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOTCH4 Activation and Transmission of Signal to the Nucleus,t_permFDR,0.4803583192981859,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NOTCH4 Intracellular Domain Regulates Transcription,t_permFDR,-0.3577258111324782,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NPAS4 regulates expression of target genes,t_permFDR,-1.4637746130554052,,0.9011838565022422,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis,t_permFDR,2.8481964321686593,,0.6475000000000001,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,t_permFDR,1.3949883999613886,,0.9059133921411388,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,t_permFDR,-0.9276503798162348,,0.9654028455284553,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,t_permFDR,-1.0149337819072493,,0.9521197278911564,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake,t_permFDR,-0.4733319693075002,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NR1H2 and NR1H3-mediated signaling,t_permFDR,-0.536870642392783,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,t_permFDR,-1.0406362613629598,,0.9521197278911564,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NRAGE signals death through JNK,t_permFDR,0.5110665189926823,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NRIF signals cell death from the nucleus,t_permFDR,1.9459954877409043,,0.820174193548387,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NS1 Mediated Effects on Host Pathways,t_permFDR,-1.0726478102217134,,0.9493099850968704,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:NTRK2 activates RAC1,t_permFDR,-1.277530379270021,,0.9122522580645162,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nectin/Necl  trans heterodimerization,t_permFDR,-1.377721552798939,,0.9098885375494071,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Neddylation,t_permFDR,0.03946948857138843,,0.9971705039446145,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nef Mediated CD4 Down-regulation,t_permFDR,-0.9626820966649839,,0.9620669509594882,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nef Mediated CD8 Down-regulation,t_permFDR,-0.7973679594333841,,0.9831277486910995,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nef and signal transduction,t_permFDR,1.0931068273355111,,0.9457340479836651,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nef mediated downregulation of MHC class I complex cell surface expression,t_permFDR,-0.07426641898442687,,0.9952595317725753,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,t_permFDR,0.10480700518990207,,0.9952595317725753,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative Regulation of CDH1 Gene Transcription,t_permFDR,-0.4246899484178272,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative Regulation of DNA Double Strand Break Response,t_permFDR,0.3643012341809222,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative epigenetic regulation of rRNA expression,t_permFDR,-1.5511663499821995,,0.8805049212598425,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative feedback regulation of MAPK pathway,t_permFDR,0.08967100634435711,,0.9952595317725753,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of FGFR1 signaling,t_permFDR,0.5611775075601948,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of FGFR2 signaling,t_permFDR,1.110365643127935,,0.9426245487364621,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of FGFR3 signaling,t_permFDR,1.0140997279927266,,0.9521197278911564,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of FGFR4 signaling,t_permFDR,1.037125717400557,,0.9521197278911564,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of FLT3,t_permFDR,-0.9295557561499329,,0.9654028455284553,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of MAPK pathway,t_permFDR,-1.4582007615626713,,0.9011838565022422,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of MET activity,t_permFDR,2.0163106754630618,,0.8168138528138528,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of NMDA receptor-mediated neuronal transmission,t_permFDR,-1.7934340061704555,,0.8586911076443059,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of NOTCH4 signaling,t_permFDR,0.4393797475850956,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of TCF-dependent signaling by DVL-interacting proteins,t_permFDR,-1.5065142352690593,,0.8832303969022265,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of TCF-dependent signaling by WNT ligand antagonists,t_permFDR,-0.49015099418008057,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of activity of TFAP2 (AP-2) family transcription factors,t_permFDR,1.3530493390170202,,0.9105691609977324,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulation of the PI3K/AKT network,t_permFDR,0.9618190001514442,,0.9620669509594882,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Negative regulators of DDX58/IFIH1 signaling,t_permFDR,0.17857805880900673,,0.9938009605122733,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nephrin family interactions,t_permFDR,0.79636993710409,,0.983407949790795,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nephron development,t_permFDR,-0.8355675513067286,,0.9771261818181819,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Nervous system development,t_permFDR,0.5575751149145183,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Netrin mediated repulsion signals,t_permFDR,-0.34345675737789993,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Netrin-1 signaling,t_permFDR,0.7756825229319312,,0.9844436838830117,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Neurexins and neuroligins,t_permFDR,-0.8081088176908788,,0.9822977232924693,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Neurodegenerative Diseases,t_permFDR,-0.09586468212749157,,0.9952595317725753,23.0,up,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Neurofascin interactions,t_permFDR,0.7345762964604519,,0.9844436838830117,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Neuronal System,t_permFDR,-0.3300145962414897,,0.9850529910991513,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSE58294,REAC:Neurotoxicity of clostridium toxins,t_permFDR,0.08044488621447977,,0.9952595317725753,23.0,down,0.0,method_compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
